"","k","i","j","ngram_sum"
"9410",36,213,248,"12|9|8|8|8|8|8|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|1|1"
"9411",36,214,249,"11|9|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|2|1|1"
"9412",36,215,250,"10|9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|1|1"
"9413",36,216,251,"10|9|9|9|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|1|1"
"9414",36,217,252,"9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2"
"9415",36,218,253,"9|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2"
"9416",36,219,254,"9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|2|2|2|2|2|2"
"9417",36,220,255,"9|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|2|2|2"
"9418",36,221,256,"9|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|2|2"
"9419",36,222,257,"9|8|8|8|8|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|2|2|2|2|2|2|2|2"
"9420",36,223,258,"8|8|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|1"
"9421",36,224,259,"8|8|8|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|1"
"9422",36,225,260,"8|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|3|3|3|3|3|3|2|2|2|2|2|1"
"9423",36,226,261,"9|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|1|1"
"9424",36,227,262,"10|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|2|2|2|2|1|1"
"9425",36,228,263,"11|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|0"
"9426",36,229,264,"11|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|0"
"9427",36,230,265,"11|9|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|0"
"9428",36,231,266,"11|9|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|0"
"9429",36,232,267,"11|9|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|1|0"
"9430",36,233,268,"12|8|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|1|0"
"9431",36,234,269,"11|9|8|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|1|0"
"9432",36,235,270,"12|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1"
"9433",36,236,271,"12|9|9|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1"
"9434",36,237,272,"11|9|9|9|8|7|7|7|7|7|7|7|7|7|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1"
"9435",36,238,273,"11|9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|1|1"
"9436",36,239,274,"11|9|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1"
"9437",36,240,275,"11|10|10|9|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1"
"9438",36,241,276,"10|10|10|9|7|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1"
"9439",36,242,277,"10|10|9|9|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2"
"9440",36,243,278,"10|10|9|8|8|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2"
"9441",36,244,279,"9|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2"
"9442",36,245,280,"9|9|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2"
"9443",36,246,281,"10|9|9|9|8|8|8|8|7|7|7|7|7|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2"
"9444",36,247,282,"10|9|9|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2"
"9445",36,248,283,"10|9|8|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2"
"9446",36,249,284,"10|9|9|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|1"
"9447",36,250,285,"10|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|1"
"9448",36,251,286,"9|9|9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|1"
"9449",36,252,287,"10|9|9|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|1"
"9450",36,253,288,"10|10|9|9|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|2|1"
"9451",37,1,37,"9|9|9|9|8|8|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1|1|1"
"9452",37,2,38,"9|9|8|8|8|8|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1|1|1"
"9453",37,3,39,"9|9|9|9|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|3|2|1|1|1|1"
"9454",37,4,40,"9|9|9|8|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|3|2|2|2|1|1"
"9455",37,5,41,"9|9|9|8|8|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|1|1"
"9456",37,6,42,"9|9|8|8|8|8|8|8|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1|1"
"9457",37,7,43,"8|8|8|8|8|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|2|2|2|2|2|1|1"
"9458",37,8,44,"9|8|8|8|8|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|2|2|2|2|2|2|2|2"
"9459",37,9,45,"9|8|8|8|8|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1"
"9460",37,10,46,"9|8|8|8|8|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2|2|1|1"
"9461",37,11,47,"10|9|8|8|8|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1|0"
"9462",37,12,48,"11|9|9|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1|1|0"
"9463",37,13,49,"11|9|9|9|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|3|3|3|3|3|3|3|3|2|2|2|1|1|1"
"9464",37,14,50,"12|9|9|9|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|1|1|1"
"9465",37,15,51,"12|9|9|8|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|1|1|1"
"9466",37,16,52,"12|9|9|8|8|8|8|7|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|2|2|2|2|2|1|1|1"
"9467",37,17,53,"12|9|9|9|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|1|1"
"9468",37,18,54,"12|10|9|9|9|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1|1"
"9469",37,19,55,"12|10|9|9|8|8|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|1|1"
"9470",37,20,56,"12|9|9|8|8|8|8|8|8|8|8|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2|2|1"
"9471",37,21,57,"12|9|9|8|8|8|8|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|3|3|3|3|3|2|2|2|2|2|2|1|1"
"9472",37,22,58,"12|9|9|9|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|2|2|2|2|2|1|1"
"9473",37,23,59,"11|10|9|9|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|2|2|2|1|1|1"
"9474",37,24,60,"11|9|9|9|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|1|1|1"
"9475",37,25,61,"11|10|9|9|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|1|1|0"
"9476",37,26,62,"11|10|9|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|1|1|0"
"9477",37,27,63,"11|11|9|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|0"
"9478",37,28,64,"11|11|9|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|1|0"
"9479",37,29,65,"11|10|9|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|0"
"9480",37,30,66,"10|10|9|9|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1|0"
"9481",37,31,67,"10|10|9|9|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|3|3|3|3|3|3|3|3|2|2|1|0"
"9482",37,32,68,"10|9|9|9|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|0"
"9483",37,33,69,"10|9|9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|2|2|1|0"
"9484",37,34,70,"10|9|9|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|2|1|0"
"9485",37,35,71,"10|10|8|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|3|2|1|1"
"9486",37,36,72,"11|10|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1"
"9487",37,37,73,"11|10|9|9|9|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|1"
"9488",37,38,74,"11|9|9|9|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1"
"9489",37,39,75,"12|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1"
"9490",37,40,76,"12|10|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1"
"9491",37,41,77,"12|10|10|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2"
"9492",37,42,78,"12|10|9|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9493",37,43,79,"12|9|9|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|1"
"9494",37,44,80,"13|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2"
"9495",37,45,81,"13|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2"
"9496",37,46,82,"13|9|9|9|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2"
"9497",37,47,83,"12|9|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2"
"9498",37,48,84,"12|10|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|2"
"9499",37,49,85,"11|10|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2"
"9500",37,50,86,"11|10|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2"
"9501",37,51,87,"11|10|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2"
"9502",37,52,88,"10|10|10|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|3|3|2"
"9503",37,53,89,"10|10|10|9|9|8|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2|2"
"9504",37,54,90,"11|9|9|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2"
"9505",37,55,91,"11|9|9|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|2|2"
"9506",37,56,92,"11|9|9|9|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2"
"9507",37,57,93,"11|9|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|2"
"9508",37,58,94,"11|9|9|9|9|9|8|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2"
"9509",37,59,95,"11|9|9|9|9|9|8|7|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|2|2|2|2|2|2"
"9510",37,60,96,"11|9|9|9|8|8|8|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|2|2|2|2|2|2"
"9511",37,61,97,"11|9|9|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1"
"9512",37,62,98,"12|9|9|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|3|2|2|2|1"
"9513",37,63,99,"12|10|9|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|0"
"9514",37,64,100,"11|10|9|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|2|2|2|2|2|1"
"9515",37,65,101,"10|9|9|9|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|1|1"
"9516",37,66,102,"9|9|9|9|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|1"
"9517",37,67,103,"10|9|9|8|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1"
"9518",37,68,104,"10|9|9|8|7|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|1"
"9519",37,69,105,"11|9|9|8|8|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|5|5|5|5|4|4|4|4|4|4|4|3|3|3|3|3|3|3|3|2|1|1|1"
"9520",37,70,106,"12|9|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1|0"
"9521",37,71,107,"13|9|8|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|4|4|4|4|4|4|4|3|3|3|2|2|2|2|1|1|0"
"9522",37,72,108,"14|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|3|3|3|3|3|2|2|2|1|1|0"
"9523",37,73,109,"13|9|9|8|8|8|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|1|0"
"9524",37,74,110,"13|9|9|9|8|8|8|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|0"
"9525",37,75,111,"13|10|9|8|8|8|8|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|1|0"
"9526",37,76,112,"12|10|10|8|8|8|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|1|1"
"9527",37,77,113,"13|10|10|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|2|1"
"9528",37,78,114,"13|10|9|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|2|2|2|1"
"9529",37,79,115,"13|10|9|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|6|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|2|1|1"
"9530",37,80,116,"12|10|9|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|2|2|2|1|1"
"9531",37,81,117,"11|9|9|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|2|2|2|1|1"
"9532",37,82,118,"11|9|9|8|8|8|7|7|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1"
"9533",37,83,119,"11|10|8|8|8|7|7|7|7|7|7|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|1|1"
"9534",37,84,120,"11|10|8|8|8|8|8|7|7|7|7|7|7|7|7|6|6|6|6|6|6|5|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|2|2|1|1"
"9535",37,85,121,"11|10|9|8|8|8|8|7|7|7|7|7|7|7|7|7|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|2|1|1"
"9536",37,86,122,"11|10|9|8|8|8|8|8|7|7|7|7|7|7|6|6|6|6|6|6|6|5|5|5|5|5|5|5|5|4|4|4|4|4|4|4|4|4|4|4|3|3|3|3|3|3|1|1|1"
